NER,ingredients,directions
"['cream of mushroom soup, milk, American cheese, chicken, macaroni, eggs, oleo, bread crumbs']","[' 1 can cream of mushroom soup', ' 1 1/2 c. milk', ' 2/3 c. cubed american cheese', ' 1 1/2 c. cooked chicken, chopped', ' 1 c. cooked macaroni', ' 3 hard cooked eggs, chopped', ' 1/4 c. oleo, melted', ' 1/2 c. soft bread crumbs']","[' mix soup and milk in bowl.', ' add cheese, chicken, macaroni and eggs.', ' pour into 1 1/2 quart casserole dish.', ' combine melted butter and bread crumbs sprinkle over casserole.', ' bake at 350 for 30 minutes.', ' serves 8.']"
"['beef wieners, vegetables, buns']","[' 1 pkg. 2 lb. beef wieners', ' 1 can v 8 juice', ' 1 can vegetables broccoli, green beans, carrots and onion', ' hot dog buns']","[' slice wieners in 1/2 inch rounds.', ' mix wieners, v 8 juice and vegetables.', ' heat to boiling.', ' serve in hot dog buns.']"
"['butter, hot milk, bread crumbs, salt, pepper, onion, eggs, grated cheese']","[' 3 c. cooked squash', ' 3 tbsp. butter', ' 1/2 c. hot milk', ' 1 c. soft bread crumbs', ' 1 tsp. salt', ' 1/8 tsp. pepper', ' 1 small onion, chopped', ' 2 eggs, beaten', ' 2 tbsp. grated cheese']","[' cook squash in butter.', ' add hot milk and let stand 10 minutes.', ' add bread crumbs, salt, pepper, onions, eggs and cheese.', ' beat egg whites until stiff.', ' fold in mixture.', ' bake in greased baking dish at 350 for 45 minutes.']"
"['sugar, milk, cornstarch, vanilla, bread, milk, eggs, nutmeg']","[' 1 1/3 cups sugar', ' 2 cups milk', ' 4 1/2 teaspoons cornstarch', ' 1 1/2 teaspoons vanilla', ' 4 slices bread, cut into pieces', ' 1/2 cup milk', ' 3 eggs, lightly beaten', ' 1 pinch nutmeg']","[' blend sugar and 2 cups milk in saucepan.', ' mix cornstarch with 2/3 cup milk add to hot milk and stir over low heat until smooth.', ' cook, stirring constantly, until thickened.', ' cool.', ' add vanilla.', ' combine bread and remaining milk in large bowl pour in pudding.', ' beat eggs with 1/2 cup milk until blended.', ' stir into pudding.', ' sprinkle with nutmeg.', ' let stand 15 minutes.', ' pour into buttered 1 1/2 quart casserole.', ' place casserole in pan.', ' pour hot water into pan to a depth of 1 inch.', ' bake in a moderate oven 375 degrees f 190 degrees c for 1 hour or until knife inserted in center comes out clean.', ' serve warm.']"
"['golden raisins, currants, dried cherries, dried apricots, walnuts, lemon, brandy, butter, brown sugar, eggs, flour, salt, baking powder, ground cinnamon, allspice, freshly ground nutmeg, orange juice, brandy']","[' 1 cup golden raisins', ' 3/4 cup dried currants', ' 3/4 cup dried cherries, chopped', ' 3/4 cup dried apricots, chopped', ' 2 cups chopped walnuts', ' 1 lemon, zest of, grated', ' 1 cup brandy', ' 1 1/2 cups butter, softened', ' 2 cups dark brown sugar', ' 6 eggs', ' 3 1/2 cups flour', ' 1/4 teaspoon salt', ' 1 1/2 teaspoons baking powder', ' 1/2 teaspoon ground cinnamon', ' 1/2 teaspoon allspice', ' 1/8 teaspoon freshly ground nutmeg', ' 1 cup orange juice', ' 1 cup brandy']","[' preheat the oven to 325 degrees f. line a 9x5 inch loaf pan with parchment paper.', ' in a large bowl, combine raisins, currants, cherries, apricots, walnuts, lemon zest, and brandy set aside.', ' cream the butter with the brown sugar until light and fluffy, using an electric mixer.', ' add the eggs one at a time, beating well after each addition.', ' in a medium bowl, combine the flour, salt, baking powder, cinnamon, allspice, and nutmeg.', ' add half of the flour mixture to the butter mixture, stirring to combine.', ' add one third of the remaining flour mixture, stirring until combined.', ' add the fruit mixture, orange juice, and brandy.', ' mix until thoroughly combined.', ' scrape the batter into the prepared pan, smoothing the top.', ' bake for 2 1/2 hours, or until a toothpick inserted in the center comes out clean.', ' cool cake in the pan on a wire rack.', ' wrap tightly in plastic wrap and store in the refrigerator for at least 3 weeks before slicing.']"
"['corn tortillas, Vegetable oil, orange, lime juice, salt, oregano, cilantro, red onion, tomato, Freshly ground black pepper, sauce']","[' 3 corn tortillas', ' vegetable oil', ' 1 navel orange', ' 2 tbsp fresh lime juice', ' salt', ' 1/8 tsp mexican oregano', ' 4 sprigs cilantro, finely chopped', ' 2 tsp diced red onion', ' 2 tsp finely diced tomato', ' 1/4 tsp freshly ground black pepper', ' hot sauce, optional']","[' brush each tortilla lightly with oil. halve each tortilla lengthwise then into strips. in a blender, combine lime juice, orange juice, salt, oregano and cilantro. blend until very smooth. set salsa aside.', '', ' in a saute pan, heat 2 tblsp oil. add tortilla strips cook, turning, over medium high heat until crisp, about 2 minutes per side. drain and set aside to cool.', '', ' add orange zest to salsa. add the onions and tomatoes and season with pepper and hot sauce, if using. transfer to a serving platter and sprinkle with paprika. serve warm.']"
"['tart applesauce, lemon juice, sugar, eggs, butter, nutmeg, salt']","[' 1 c. tart applesauce', ' 1 tsp. lemon juice', ' 1 c. sugar', ' 2 eggs', ' 1 tbsp. butter', ' 1/8 tsp. nutmeg', ' dash of salt']","[' combine ingredients.', ' pour into unbaked pie shell.', ' bake at 425 until done.', ' serve plain or with whipped cream or ice cream.']"
"['potatoes, butter, garlic, shallots, flour, milk, buttermilk, white pepper, mayonnaise, mustard, worcestershire sauce, parsley, blue cheese, mushrooms, potato chips, broccoli, pimentos']","[' 4 potatoes medium', ' 3 tablespoons butter', ' 4 cloves garlic minced', ' 2 shallots chopped', ' 2 tablespoons flour, all purpose', ' 1/2 cup milk', ' 1 cup buttermilk', ' 1/4 teaspoon white pepper', ' 1 tablespoon mayonnaise', ' 1 teaspoon mustard', ' 1 teaspoon worcestershire sauce', ' 1 tablespoon parsley leaves chopped', ' 6 ounces blue cheese crumbled', ' 1/2 pound mushrooms sliced', ' 1 cup potato chips crushed', ' 1 cup broccoli fresh', ' 1/4 cup pimentos']","[' pierce potatoes with a fork.', ' microwave on high for 15 minutes until tender.', ' when cool enough to handle, peel potatoes.', ' melt 2 tablespoons butter in a heavy saucepan over low heat.', ' add garlic and shallots cook, stirring, for 2 minutes.', ' stir in flour.', ' cook, stirring, for 1 minute.', ' add milk, buttermilk, and white pepper cook, stirring, until mixture thickens.', ' add mayonnaise, mustard, worcestershire, and parsley cook for 1 minute longer.', ' stir in blue cheese and mushrooms cook, stirring, until cheese melts.', ' set aside to cool.', ' cut off top thirds of potatoes discard tops.', ' using small spoon, scoop pulp from insides of potatoes, leaving a thin shell.', ' discard pulp.', ' mash pulp and potatoes together in a mixing bowl.', ' spoon potato mixture back into shells.', ' sprinkle with crushed potato chips.', ' to serve, spoon 1/2 cup broccoli into the center of each potato.', ' place stuffed potatoes in a casserole.', ' top with pimentos.']"
"['raspberries, sugar, lemon juice, gelatin, cold water, boiling water, whipping cream']","[' 1 10 ounce package frozen sweetened raspberries, thawed', ' 1 1/3 cups sugar', ' 1 tablespoon lemon juice', ' 1 2 tablespoon gelatin', ' 1/4 cup cold water', ' 1 cup boiling water', ' 1 cup whipping cream, whipped']","[' puree raspberries in a blender or food processor.', ' add sugar and lemon juice and blend well.', ' dissolve gelatin in cold water.', ' stir into raspberry puree.', ' add boiling water.', ' chill until slightly thickened.', ' fold in whipped cream.', ' pour into a 6 cup mold.', ' chill 3 hours.', ' unmold by running a thin spatula around edges of mold.', ' unmold onto a serving platter and garnish with raspberries.', ' servings 8']"
"['water, pearl barley, porcini mushrooms, boiling water, olive oil, stalks celery, carrots, onion, cremini mushrooms, thyme, vegetable stock, sherry, salt, ground black pepper, red wine vinegar, parsley, parmesan cheese']","[' 3 cups water', ' 2/3 cup pearl barley', ' 1/3 ounce dried porcini mushrooms', ' 1 cup boiling water', ' 2 tablespoons olive oil', ' 2 stalks celery, sliced', ' 3 medium carrots, diced', ' 1 small onion, diced', ' 1 1/2 cups cremini mushrooms, sliced', ' 1 teaspoon dried thyme', ' 2 cups vegetable stock', ' 1/2 cup dry sherry', ' 3/4 teaspoon salt', ' 1/2 teaspoon ground black pepper', ' 1 tablespoon red wine vinegar', ' 2 tablespoons chopped fresh parsley', ' 2 tablespoons grated parmesan cheese']","[' bring 2 cups water to a boil in a medium saucepan. add barley, and simmer 20 minutes or until tender. drain and set aside.', ' soak porcini mushrooms in 1/2 cup boiling water.', ' heat oil in a large skillet over medium heat. add celery and next 3 ingredients cook 5 minutes or until tender, stirring occasionally. add porcini mushrooms, and cook 10 minutes. stir in barley and thyme. add stock, sherry, salt, and pepper bring to a boil. cover, reduce heat, and simmer 1 hour, stirring occasionally. stir in vinegar and parsley. garnish with cheese.']"
"['eggs, parsley, fresh chives, gruyere cheese, mustard, salt']","[' 6 hard boiled eggs', ' 2 tablespoons parsley, chopped', ' 2 tablespoons fresh chives, chopped', ' 2 tablespoons gruyere cheese, grated', ' 1 tablespoon dijon mustard', ' salt and pepper']","[' slice eggs lengthwise lengthwise.', ' remove yolks and add parsley, chives, gruyere cheese, mustard and salt and pepper.', ' mash yolks with potato masher.', ' spoon yolk mixture into egg white halves.']"
"['frozen hash browns, onions, sour cream, oleo, salt, shredded cheese, cream of chicken soup']","[' 1 32 oz. pkg. frozen hash browns, thawed', ' 1/3 c. chopped onions', ' 1 pt. sour cream', ' 1/2 c. oleo, melted', ' 1 tsp. salt', ' 8 oz. shredded cheese', ' 1 can cream of chicken soup']","[' mix ingredients and put in a 9 x 13 inch pan.', ' bake 1 hour at 350.', ' serves 12 to 14.']"
"['cornbread, enchilada sauce, salt, ground beef chuck, tomato sauce, cheese blend']","[' 2 cups crumbled cornbread', ' 1 cup enchilada sauce, divided', ' 1 teaspoon salt', ' 2 pounds ground beef chuck', ' 1 can 8 ounces tomato sauce', ' 1 cup shredded mexican cheese blend, divided']","[' in a large bowl, combine the cornbread, 1/2 cup enchilada sauce and salt. crumble beef over mixture and mix well.', ' shape into four patties. in a large skillet over medium high heat, cook patties until a thermometer reads 160, 6 8 minutes on each side. drain.', ' place each patty on a 6 in. long sheet of heavy duty foil. place tomato sauce on each patty. top with 1 tablespoon cheese roll up, and place seam side down on an ungreased', '.', ' bake at 400 until a thermometer reads 160, 12 15 minutes. if desired, serve with enchilada sauce.']"
"['sugar, light corn syrup, salt, flour, eggs, margarine, vanilla, pecans']","[' 1/2 c. sugar', ' 1 c. light corn syrup', ' 1/4 tsp. salt', ' 2 tsp. flour', ' 2 eggs, beaten', ' 1 tbsp. melted margarine', ' 1 tsp. vanilla', ' 1 c. pecans, coarsely chopped']","[' combine sugar, syrup, salt and flour in a saucepan.', ' cook over medium heat, stirring constantly, until thickened.', ' cool slightly.', ' combine eggs, butter, vanilla and pecans beat until smooth.', ' add syrup mixture.', ' pour into pie crust.', ' bake at 350 for 40 minutes or until set.']"
"['brown sugar, butter, egg, vanilla, flour, baking soda, salt, chocolate chips']","[' 3/4 cup brown sugar', ' 3/4 cup butter, softened', ' 1 egg', ' 1 teaspoon vanilla', ' 1 1/2 cups all purpose flour', ' 1/2 teaspoon baking soda', ' 1/2 teaspoon salt', ' 1 12 ounce package semisweet chocolate chips']","[' preheat oven to 350 degrees f 175 degrees c. grease cookie sheets.', ' mix brown sugar, butter, egg, and vanilla together in a bowl until smooth. mix flour, baking soda, and salt together in a separate bowl. blend into butter mixture until well blended. fold in chocolate chips. drop by heaping spoonfuls onto prepared cookie sheets.', ' bake in the preheated oven until edges are golden, 9 to 11 minutes.']"
"['tomatoes, baby portabello mushrooms, extra virgin olive oil, balsamic vinegar, rosemary, oregano, basil, salt']","[' 2 large tomatoes, sliced', ' 4 baby portabello mushrooms, halved', ' 1 tablespoon extra virgin olive oil', ' 1 tablespoon balsamic vinegar', ' 2 tablespoons minced fresh rosemary leaves', ' 1 tablespoon minced fresh oregano leaves', ' 1 tablespoon minced fresh basil leaves', ' 4 6 ounce rib eye steaks', ' salt and pepper to taste']","[' preheat a gas or charcoal grill for high heat.', ' lightly oil grill rack.', ' brush tomatoes and mushrooms with oil.', ' place tomato and mushroom on preheated grill.', ' cook for 8 to 12 minutes or until tomatoes soften.', ' turn vegetables and brush again with oil.', ' combine vinegar and herbs in a small bowl.', ' brush on both sides of the steaks, and sprinkle with salt and pepper.', ' grill steaks over medium heat 5 to 7 minutes, or until desired degree of doneness, turning once.', ' remove from grill, and slice thinly.', ' serve the grilled tomatoes and mushrooms with the steaks and vegetables.']"
"['flour, sugar, oil, milk, eggs, salt, baking powder, vanilla, almond extract, butter, poppy seed']","[' 3 c. flour', ' 2 1/2 c. sugar', ' 1 1/2 c. oil', ' 1 1/2 c. milk', ' 3 eggs', ' 1 1/2 tsp. salt', ' 1 1/2 tsp. baking powder', ' 1 1/2 tsp. vanilla', ' 1 1/2 tsp. almond extract', ' 1 1/2 tsp. butter flavoring', ' 1 1/2 tbsp. poppy seed']","[' mix all ingredients.', ' beat 3 minutes.', ' pour into 2 greased and floured loaf pans.', ' bake at 350 for 1 hour.']"
"['pumpkin, milk, eggs, sugar, salt, pumpkin pie spice, margarine, yellow cake, walnuts']","[' 1 large can pumpkin', ' 1 large can evaporated milk', ' 4 eggs', ' 1 1/2 c. sugar', ' 1/2 tsp. salt', ' 4 tsp. pumpkin pie spice', ' 1 1/2 sticks margarine, melted', ' 1 yellow cake mix', ' 1 c. walnuts or pecans, chopped']","[' mix the first 6 ingredients together.', ' pour into a 9 x 13 inch pan.', ' put on dry cake mix and spread.', ' drizzle melted butter over the top.', ' then sprinkle with nuts. bake at 350 for 1 hour.']"
"['tomatoes, tomato paste, garlic, salt, water, olive oil']","[' 4 28 ounce cans whole tomatoes', ' 2 tablespoons tomato paste', ' 2 garlic cloves, chopped', ' 2 teaspoons salt', ' 1 cup water', ' olive oil']","[' heat up a skillet with 1 t olive oil and minced garlic.', ' stir in tomatoes with tomato paste, add salt and water.', ' cover and simmer for 2 to 3 hours.', ' serve with chips.']"
"['ground round, onions, green pepper, basil, pepper, oregano, sugar, garlic, parsley, red kidney beans, hominy']","[' 1 lb. ground round', ' 2 large onions, chopped', ' 1 medium green pepper, chopped', ' 1 tsp. basil', ' 1/2 tsp. pepper', ' 1/2 tsp. oregano', ' 1/4 c. sugar', ' 2 cloves garlic, crushed', ' 1/2 tsp. parsley', ' 1 can red kidney beans, drained', ' 1 can hominy']","[' cook meat and onions until meat is brown.', ' add other ingredients and simmer 30 minutes.', ' this can be made in the microwave at high power for 12 to 14 minutes.', ' serve with corn bread.']"
"['crescent rolls, cheese, cream of chicken soup, fresh broccoli, sweet red pepper, water chestnuts, white chicken, chicken, onion']","[' 1 pkg. crescent rolls', ' cheese', ' 1 can cream of chicken soup', ' fresh broccoli or frozen chopped broccoli, cooked and drained', ' sweet red pepper', ' 1 can water chestnuts, drained', ' 1 c. white chicken, canned or 2 cans, drained', ' 1 c. cooked chicken, diced', ' 1 small onion, chopped optional']","[' unroll crescent dough and put on the bottom of a 9 inch pie pan.', ' make a filling by combining soup, broccoli, pepper, chestnuts, white chicken and chicken.', ' place about 1/2 the filling on the crescent dough.', ' add the diced chicken on top of the filling and cover with the other dough.', ' bake at 325 for about 1 hour.']"
